vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,airport_fee,total_amount,payment_type,distance_between_service,time_between_service,trip_type,imp_surcharge,pickup_location_id,dropoff_location_id,data_file_year,data_file_month
2,2021-07-11 11:52:00.000000 UTC,2021-07-11 12:02:00.000000 UTC,,,,1.69,13.2,0,0,3,0,,,16.5,,,,,0.3,7,7,2021,7
2,2021-07-11 11:32:00.000000 UTC,2021-07-11 11:46:00.000000 UTC,,,,0,13.2,0,0,3,0,,,16.5,,,,,0.3,95,82,2021,7
2,2021-07-11 11:52:00.000000 UTC,2021-07-11 12:03:00.000000 UTC,,,,1.99,13.2,0,0,3,0,,,16.5,,,,,0.3,189,33,2021,7
2,2021-07-11 12:52:00.000000 UTC,2021-07-11 13:01:00.000000 UTC,,,,2.87,13.2,0,0,3,0,,,16.5,,,,,0.3,244,127,2021,7
2,2021-07-11 13:40:00.000000 UTC,2021-07-11 13:53:00.000000 UTC,,,,2.23,13.2,0,0,3,0,,,16.5,,,,,0.3,74,116,2021,7
2,2021-07-11 19:11:00.000000 UTC,2021-07-11 19:25:00.000000 UTC,,,,2.76,13.2,0,0,3,0,,,16.5,,,,,0.3,65,61,2021,7
2,2021-07-11 21:45:00.000000 UTC,2021-07-11 21:54:00.000000 UTC,,,,15483.89,13.2,0,0,3,0,,,16.5,,,,,0.3,129,129,2021,7
2,2021-07-12 08:24:00.000000 UTC,2021-07-12 08:33:00.000000 UTC,,,,1.48,13.2,0,0,3,0,,,16.5,,,,,0.3,41,166,2021,7
2,2021-07-12 09:36:00.000000 UTC,2021-07-12 09:38:00.000000 UTC,,,,0.1,13.2,0,0,3,0,,,16.5,,,,,0.3,244,120,2021,7
2,2021-07-12 09:43:00.000000 UTC,2021-07-12 09:57:00.000000 UTC,,,,2.62,13.2,0,0,3,0,,,16.5,,,,,0.3,244,78,2021,7
2,2021-07-12 10:54:00.000000 UTC,2021-07-12 11:04:00.000000 UTC,,,,1.61,13.2,0,0,3,0,,,16.5,,,,,0.3,25,97,2021,7
2,2021-07-12 11:57:00.000000 UTC,2021-07-12 12:02:00.000000 UTC,,,,0.64,13.2,0,0,3,0,,,16.5,,,,,0.3,25,25,2021,7
2,2021-07-12 15:15:00.000000 UTC,2021-07-12 15:28:00.000000 UTC,,,,2.11,13.2,0,0,3,0,,,16.5,,,,,0.3,41,152,2021,7
2,2021-07-12 18:48:00.000000 UTC,2021-07-12 18:55:00.000000 UTC,,,,0.87,13.2,0,0,3,0,,,16.5,,,,,0.3,116,42,2021,7
2,2021-07-12 19:45:00.000000 UTC,2021-07-12 19:51:00.000000 UTC,,,,0.85,13.2,0,0,3,0,,,16.5,,,,,0.3,223,7,2021,7
2,2021-07-12 22:27:00.000000 UTC,2021-07-12 22:36:00.000000 UTC,,,,2.11,13.2,0,0,3,0,,,16.5,,,,,0.3,42,244,2021,7
2,2021-07-13 08:37:00.000000 UTC,2021-07-13 08:56:00.000000 UTC,,,,2.62,13.2,0,0,3,0,,,16.5,,,,,0.3,152,75,2021,7
2,2021-07-13 08:11:00.000000 UTC,2021-07-13 08:21:00.000000 UTC,,,,1.34,13.2,0,0,3,0,,,16.5,,,,,0.3,7,7,2021,7
2,2021-07-13 08:19:00.000000 UTC,2021-07-13 08:32:00.000000 UTC,,,,2.52,13.2,0,0,3,0,,,16.5,,,,,0.3,32,242,2021,7
2,2021-07-13 09:45:00.000000 UTC,2021-07-13 09:54:00.000000 UTC,,,,1.26,13.2,0,0,3,0,,,16.5,,,,,0.3,7,223,2021,7
2,2021-07-13 12:00:00.000000 UTC,2021-07-13 12:05:00.000000 UTC,,,,0.93,13.2,0,0,3,0,,,16.5,,,,,0.3,7,223,2021,7
2,2021-07-13 15:45:00.000000 UTC,2021-07-13 15:55:00.000000 UTC,,,,1.45,13.2,0,0,3,0,,,16.5,,,,,0.3,42,74,2021,7
2,2021-07-13 15:08:00.000000 UTC,2021-07-13 15:26:00.000000 UTC,,,,2.39,13.2,0,0,3,0,,,16.5,,,,,0.3,41,152,2021,7
2,2021-07-13 16:03:00.000000 UTC,2021-07-13 16:11:00.000000 UTC,,,,0.92,13.2,0,0,3,0,,,16.5,,,,,0.3,145,146,2021,7
2,2021-07-13 17:08:00.000000 UTC,2021-07-13 17:24:00.000000 UTC,,,,2.51,13.2,0,0,3,0,,,16.5,,,,,0.3,33,181,2021,7
2,2021-07-13 18:55:00.000000 UTC,2021-07-13 19:00:00.000000 UTC,,,,0.49,13.2,0,0,3,0,,,16.5,,,,,0.3,226,226,2021,7
2,2021-07-13 18:20:00.000000 UTC,2021-07-13 18:29:00.000000 UTC,,,,2.01,13.2,0,0,3,0,,,16.5,,,,,0.3,25,106,2021,7
2,2021-07-13 19:26:00.000000 UTC,2021-07-13 19:32:00.000000 UTC,,,,0.83,13.2,0,0,3,0,,,16.5,,,,,0.3,223,7,2021,7
2,2021-07-13 20:11:00.000000 UTC,2021-07-13 20:16:00.000000 UTC,,,,1.03,13.2,0,0,3,0,,,16.5,,,,,0.3,42,247,2021,7
2,2021-07-13 20:40:00.000000 UTC,2021-07-13 20:49:00.000000 UTC,,,,2.9,13.2,0,0,3,0,,,16.5,,,,,0.3,74,166,2021,7
2,2021-07-13 21:12:00.000000 UTC,2021-07-13 21:17:00.000000 UTC,,,,1,13.2,0,0,3,0,,,16.5,,,,,0.3,42,152,2021,7
2,2021-07-13 21:33:00.000000 UTC,2021-07-13 21:45:00.000000 UTC,,,,141591.16,13.2,0,0,3,0,,,16.5,,,,,0.3,49,188,2021,7
2,2021-07-13 21:51:00.000000 UTC,2021-07-13 22:03:00.000000 UTC,,,,1.92,13.2,0,0,3,0,,,16.5,,,,,0.3,52,97,2021,7
2,2021-07-13 22:08:00.000000 UTC,2021-07-13 22:24:00.000000 UTC,,,,2.61,13.2,0,0,3,0,,,16.5,,,,,0.3,181,17,2021,7
2,2021-07-13 23:16:00.000000 UTC,2021-07-13 23:25:00.000000 UTC,,,,1.63,13.2,0,0,3,0,,,16.5,,,,,0.3,244,166,2021,7
2,2021-07-14 04:10:00.000000 UTC,2021-07-14 04:20:00.000000 UTC,,,,2.37,13.2,0,0,3,0,,,16.5,,,,,0.3,106,61,2021,7
2,2021-07-14 07:54:00.000000 UTC,2021-07-14 07:59:00.000000 UTC,,,,0.86,13.2,0,0,3,0,,,16.5,,,,,0.3,41,166,2021,7
2,2021-07-14 07:45:00.000000 UTC,2021-07-14 07:56:00.000000 UTC,,,,2.68,13.2,0,0,3,0,,,16.5,,,,,0.3,129,7,2021,7
2,2021-07-14 10:26:00.000000 UTC,2021-07-14 10:34:00.000000 UTC,,,,1.13,13.2,0,0,3,0,,,16.5,,,,,0.3,7,223,2021,7
2,2021-07-14 15:18:00.000000 UTC,2021-07-14 15:35:00.000000 UTC,,,,2.3,13.2,0,0,3,0,,,16.5,,,,,0.3,41,152,2021,7
2,2021-07-14 17:16:00.000000 UTC,2021-07-14 17:36:00.000000 UTC,,,,2.55,13.2,0,0,3,0,,,16.5,,,,,0.3,181,33,2021,7
2,2021-07-14 19:20:00.000000 UTC,2021-07-14 19:30:00.000000 UTC,,,,2.06,13.2,0,0,3,0,,,16.5,,,,,0.3,244,152,2021,7
2,2021-07-14 19:58:00.000000 UTC,2021-07-14 20:09:00.000000 UTC,,,,1.55,13.2,0,0,3,0,,,16.5,,,,,0.3,33,65,2021,7
2,2021-07-14 20:01:00.000000 UTC,2021-07-14 20:07:00.000000 UTC,,,,0.83,13.2,0,0,3,0,,,16.5,,,,,0.3,223,7,2021,7
2,2021-07-14 21:54:00.000000 UTC,2021-07-14 22:04:00.000000 UTC,,,,1.68,13.2,0,0,3,0,,,16.5,,,,,0.3,244,243,2021,7
2,2021-07-15 12:59:00.000000 UTC,2021-07-15 13:09:00.000000 UTC,,,,1.67,13.2,0,0,3,0,,,16.5,,,,,0.3,18,169,2021,7
2,2021-07-15 12:38:00.000000 UTC,2021-07-15 12:51:00.000000 UTC,,,,1.39,13.2,0,0,3,0,,,16.5,,,,,0.3,33,97,2021,7
2,2021-07-15 13:04:00.000000 UTC,2021-07-15 13:17:00.000000 UTC,,,,1.79,13.2,0,0,3,0,,,16.5,,,,,0.3,74,116,2021,7
2,2021-07-15 13:04:00.000000 UTC,2021-07-15 13:19:00.000000 UTC,,,,2.61,13.2,0,0,3,0,,,16.5,,,,,0.3,168,60,2021,7
2,2021-07-15 14:06:00.000000 UTC,2021-07-15 14:17:00.000000 UTC,,,,2.19,13.2,0,0,3,0,,,16.5,,,,,0.3,166,74,2021,7
2,2021-07-15 17:31:00.000000 UTC,2021-07-15 17:47:00.000000 UTC,,,,2.51,13.2,0,0,3,0,,,16.5,,,,,0.3,61,106,2021,7
2,2021-07-15 22:09:00.000000 UTC,2021-07-15 22:18:00.000000 UTC,,,,0,13.2,0,0,3,0,,,16.5,,,,,0.3,75,74,2021,7
2,2021-07-15 22:13:00.000000 UTC,2021-07-15 22:26:00.000000 UTC,,,,2.57,13.2,0,0,3,0,,,16.5,,,,,0.3,181,227,2021,7
2,2021-07-15 23:38:00.000000 UTC,2021-07-15 23:43:00.000000 UTC,,,,1.41,13.2,0,0,3,0,,,16.5,,,,,0.3,33,52,2021,7
2,2021-07-16 00:32:00.000000 UTC,2021-07-16 00:41:00.000000 UTC,,,,1.38,13.2,0,0,3,0,,,16.5,,,,,0.3,129,82,2021,7
2,2021-07-16 05:36:00.000000 UTC,2021-07-16 05:45:00.000000 UTC,,,,1.86,13.2,0,0,3,0,,,16.5,,,,,0.3,42,116,2021,7
2,2021-07-16 08:24:00.000000 UTC,2021-07-16 08:39:00.000000 UTC,,,,3.03,13.2,0,0,3,0,,,16.5,,,,,0.3,32,78,2021,7
2,2021-07-16 09:41:00.000000 UTC,2021-07-16 09:58:00.000000 UTC,,,,2.48,13.2,0,0,3,0,,,16.5,,,,,0.3,225,189,2021,7
2,2021-07-16 09:47:00.000000 UTC,2021-07-16 09:56:00.000000 UTC,,,,1.83,13.2,0,0,3,0,,,16.5,,,,,0.3,7,260,2021,7
2,2021-07-16 10:49:00.000000 UTC,2021-07-16 10:50:00.000000 UTC,,,,0.08,13.2,0,0,3,0,,,16.5,,,,,0.3,42,42,2021,7
2,2021-07-16 10:57:00.000000 UTC,2021-07-16 11:03:00.000000 UTC,,,,0.81,13.2,0,0,3,0,,,16.5,,,,,0.3,41,41,2021,7
2,2021-07-16 11:46:00.000000 UTC,2021-07-16 11:56:00.000000 UTC,,,,1.61,13.2,0,0,3,0,,,16.5,,,,,0.3,116,41,2021,7
2,2021-07-16 12:09:00.000000 UTC,2021-07-16 12:22:00.000000 UTC,,,,1.99,13.2,0,0,3,0,,,16.5,,,,,0.3,97,225,2021,7
2,2021-07-16 13:35:00.000000 UTC,2021-07-16 13:45:00.000000 UTC,,,,1.29,13.2,0,0,3,0,,,16.5,,,,,0.3,97,189,2021,7
2,2021-07-16 14:18:00.000000 UTC,2021-07-16 14:19:00.000000 UTC,,,,0.13,13.2,0,0,3,0,,,16.5,,,,,0.3,95,95,2021,7
2,2021-07-16 16:39:00.000000 UTC,2021-07-16 16:49:00.000000 UTC,,,,1.52,13.2,0,0,3,0,,,16.5,,,,,0.3,159,126,2021,7
2,2021-07-16 16:08:00.000000 UTC,2021-07-16 16:13:00.000000 UTC,,,,1.55,13.2,0,0,3,0,,,16.5,,,,,0.3,243,243,2021,7
2,2021-07-16 17:35:00.000000 UTC,2021-07-16 17:48:00.000000 UTC,,,,2.43,13.2,0,0,3,0,,,16.5,,,,,0.3,95,82,2021,7
2,2021-07-16 18:07:00.000000 UTC,2021-07-16 18:15:00.000000 UTC,,,,1.57,13.2,0,0,3,0,,,16.5,,,,,0.3,75,74,2021,7
2,2021-07-16 18:28:00.000000 UTC,2021-07-16 18:40:00.000000 UTC,,,,1.44,13.2,0,0,3,0,,,16.5,,,,,0.3,33,49,2021,7
2,2021-07-16 18:09:00.000000 UTC,2021-07-16 18:21:00.000000 UTC,,,,1.44,13.2,0,0,3,0,,,16.5,,,,,0.3,181,49,2021,7
2,2021-07-16 19:19:00.000000 UTC,2021-07-16 19:33:00.000000 UTC,,,,2.71,13.2,0,0,3,0,,,16.5,,,,,0.3,82,95,2021,7
2,2021-07-16 19:06:00.000000 UTC,2021-07-16 19:16:00.000000 UTC,,,,1.64,13.2,0,0,3,0,,,16.5,,,,,0.3,42,41,2021,7
2,2021-07-16 19:16:00.000000 UTC,2021-07-16 19:26:00.000000 UTC,,,,1.37,13.2,0,0,3,0,,,16.5,,,,,0.3,136,153,2021,7
2,2021-07-16 20:16:00.000000 UTC,2021-07-16 20:27:00.000000 UTC,,,,3.22,13.2,0,0,3,0,,,16.5,,,,,0.3,243,243,2021,7
2,2021-07-16 23:39:00.000000 UTC,2021-07-16 23:51:00.000000 UTC,,,,1.61,13.2,0,0,3,0,,,16.5,,,,,0.3,255,80,2021,7
2,2021-07-17 08:54:00.000000 UTC,2021-07-17 09:00:00.000000 UTC,,,,1.26,13.2,0,0,3,0,,,16.5,,,,,0.3,166,166,2021,7
2,2021-07-17 10:14:00.000000 UTC,2021-07-17 10:25:00.000000 UTC,,,,2.08,13.2,0,0,3,0,,,16.5,,,,,0.3,61,181,2021,7
2,2021-07-17 11:41:00.000000 UTC,2021-07-17 11:51:00.000000 UTC,,,,2.18,13.2,0,0,3,0,,,16.5,,,,,0.3,181,227,2021,7
2,2021-07-17 12:05:00.000000 UTC,2021-07-17 12:17:00.000000 UTC,,,,2.21,13.2,0,0,3,0,,,16.5,,,,,0.3,166,166,2021,7
2,2021-07-17 13:21:00.000000 UTC,2021-07-17 13:33:00.000000 UTC,,,,4.23,13.2,0,0,3,0,,,16.5,,,,,0.3,244,42,2021,7
2,2021-07-17 15:02:00.000000 UTC,2021-07-17 15:18:00.000000 UTC,,,,2.65,13.2,0,0,3,0,,,16.5,,,,,0.3,225,255,2021,7
2,2021-07-17 15:14:00.000000 UTC,2021-07-17 15:22:00.000000 UTC,,,,0.01,13.2,0,0,3,0,,,16.5,,,,,0.3,189,61,2021,7
2,2021-07-17 15:44:00.000000 UTC,2021-07-17 16:00:00.000000 UTC,,,,2.34,13.2,0,0,3,0,,,16.5,,,,,0.3,244,69,2021,7
2,2021-07-17 15:38:00.000000 UTC,2021-07-17 15:46:00.000000 UTC,,,,1.35,13.2,0,0,3,0,,,16.5,,,,,0.3,74,41,2021,7
2,2021-07-17 16:20:00.000000 UTC,2021-07-17 16:32:00.000000 UTC,,,,2.18,13.2,0,0,3,0,,,16.5,,,,,0.3,62,181,2021,7
2,2021-07-17 16:13:00.000000 UTC,2021-07-17 16:32:00.000000 UTC,,,,3.59,13.2,0,0,3,0,,,16.5,,,,,0.3,7,112,2021,7
2,2021-07-17 17:13:00.000000 UTC,2021-07-17 17:24:00.000000 UTC,,,,1.73,13.2,0,0,3,0,,,16.5,,,,,0.3,255,34,2021,7
2,2021-07-17 21:12:00.000000 UTC,2021-07-17 21:23:00.000000 UTC,,,,1.85,13.2,0,0,3,0,,,16.5,,,,,0.3,112,217,2021,7
2,2021-07-17 21:30:00.000000 UTC,2021-07-17 21:38:00.000000 UTC,,,,1.47,13.2,0,0,3,0,,,16.5,,,,,0.3,97,61,2021,7
2,2021-07-17 22:33:00.000000 UTC,2021-07-17 22:43:00.000000 UTC,,,,2.21,13.2,0,0,3,0,,,16.5,,,,,0.3,74,42,2021,7
2,2021-07-17 23:20:00.000000 UTC,2021-07-17 23:28:00.000000 UTC,,,,1.59,13.2,0,0,3,0,,,16.5,,,,,0.3,42,166,2021,7
2,2021-07-18 11:17:00.000000 UTC,2021-07-18 11:18:00.000000 UTC,,,,0.13,13.2,0,0,3,0,,,16.5,,,,,0.3,95,95,2021,7
2,2021-07-18 12:55:00.000000 UTC,2021-07-18 13:08:00.000000 UTC,,,,2.44,13.2,0,0,3,0,,,16.5,,,,,0.3,33,195,2021,7
2,2021-07-18 15:13:00.000000 UTC,2021-07-18 15:29:00.000000 UTC,,,,2.16,13.2,0,0,3,0,,,16.5,,,,,0.3,49,181,2021,7
2,2021-07-18 16:09:00.000000 UTC,2021-07-18 16:23:00.000000 UTC,,,,3.01,13.2,0,0,3,0,,,16.5,,,,,0.3,181,195,2021,7
2,2021-07-18 17:37:00.000000 UTC,2021-07-18 17:49:00.000000 UTC,,,,2.05,13.2,0,0,3,0,,,16.5,,,,,0.3,31,3,2021,7
2,2021-07-19 09:22:00.000000 UTC,2021-07-19 09:28:00.000000 UTC,,,,1.1,13.2,0,0,3,0,,,16.5,,,,,0.3,41,166,2021,7
2,2021-07-19 10:50:00.000000 UTC,2021-07-19 11:04:00.000000 UTC,,,,2.06,13.2,0,0,3,0,,,16.5,,,,,0.3,42,116,2021,7
2,2021-07-19 12:38:00.000000 UTC,2021-07-19 12:48:00.000000 UTC,,,,1.36,13.2,0,0,3,0,,,16.5,,,,,0.3,242,242,2021,7
2,2021-07-19 19:19:00.000000 UTC,2021-07-19 19:31:00.000000 UTC,,,,2.24,13.2,0,0,3,0,,,16.5,,,,,0.3,228,227,2021,7
2,2021-07-19 19:48:00.000000 UTC,2021-07-19 19:53:00.000000 UTC,,,,0.62,13.2,0,0,3,0,,,16.5,,,,,0.3,168,168,2021,7
2,2021-07-19 20:19:00.000000 UTC,2021-07-19 20:26:00.000000 UTC,,,,2.02,13.2,0,0,3,0,,,16.5,,,,,0.3,49,188,2021,7
2,2021-07-19 22:53:00.000000 UTC,2021-07-19 23:04:00.000000 UTC,,,,1.95,13.2,0,0,3,0,,,16.5,,,,,0.3,116,41,2021,7
2,2021-07-19 22:34:00.000000 UTC,2021-07-19 22:46:00.000000 UTC,,,,2.24,13.2,0,0,3,0,,,16.5,,,,,0.3,41,116,2021,7
2,2021-07-20 08:53:00.000000 UTC,2021-07-20 09:06:00.000000 UTC,,,,2.23,13.2,0,0,3,0,,,16.5,,,,,0.3,152,41,2021,7
2,2021-07-20 08:38:00.000000 UTC,2021-07-20 08:47:00.000000 UTC,,,,1.35,13.2,0,0,3,0,,,16.5,,,,,0.3,255,256,2021,7
2,2021-07-20 11:39:00.000000 UTC,2021-07-20 11:46:00.000000 UTC,,,,0.85,13.2,0,0,3,0,,,16.5,,,,,0.3,166,41,2021,7
2,2021-07-20 11:43:00.000000 UTC,2021-07-20 11:48:00.000000 UTC,,,,0.61,13.2,0,0,3,0,,,16.5,,,,,0.3,41,166,2021,7
2,2021-07-20 13:26:00.000000 UTC,2021-07-20 13:36:00.000000 UTC,,,,1.32,13.2,0,0,3,0,,,16.5,,,,,0.3,116,120,2021,7
2,2021-07-20 14:41:00.000000 UTC,2021-07-20 14:58:00.000000 UTC,,,,2.46,13.2,0,0,3,0,,,16.5,,,,,0.3,69,42,2021,7
2,2021-07-20 14:00:00.000000 UTC,2021-07-20 14:17:00.000000 UTC,,,,1.95,13.2,0,0,3,0,,,16.5,,,,,0.3,56,82,2021,7
2,2021-07-20 15:06:00.000000 UTC,2021-07-20 15:14:00.000000 UTC,,,,1.21,13.2,0,0,3,0,,,16.5,,,,,0.3,95,95,2021,7
2,2021-07-20 16:39:00.000000 UTC,2021-07-20 16:50:00.000000 UTC,,,,1.74,13.2,0,0,3,0,,,16.5,,,,,0.3,145,7,2021,7
2,2021-07-20 16:04:00.000000 UTC,2021-07-20 16:17:00.000000 UTC,,,,2.36,13.2,0,0,3,0,,,16.5,,,,,0.3,166,75,2021,7
2,2021-07-20 16:08:00.000000 UTC,2021-07-20 16:33:00.000000 UTC,,,,2.41,13.2,0,0,3,0,,,16.5,,,,,0.3,181,17,2021,7
2,2021-07-20 17:12:00.000000 UTC,2021-07-20 17:21:00.000000 UTC,,,,1.64,13.2,0,0,3,0,,,16.5,,,,,0.3,129,226,2021,7
2,2021-07-20 18:41:00.000000 UTC,2021-07-20 18:47:00.000000 UTC,,,,0.75,13.2,0,0,3,0,,,16.5,,,,,0.3,244,243,2021,7
2,2021-07-20 19:05:00.000000 UTC,2021-07-20 19:06:00.000000 UTC,,,,0.35,13.2,0,0,3,0,,,16.5,,,,,0.3,97,97,2021,7
2,2021-07-20 19:55:00.000000 UTC,2021-07-20 20:06:00.000000 UTC,,,,2.55,13.2,0,0,3,0,,,16.5,,,,,0.3,65,256,2021,7
2,2021-07-20 19:27:00.000000 UTC,2021-07-20 19:42:00.000000 UTC,,,,2.34,13.2,0,0,3,0,,,16.5,,,,,0.3,7,179,2021,7
2,2021-07-20 20:51:00.000000 UTC,2021-07-20 21:10:00.000000 UTC,,,,0,13.2,0,0,3,0,,,16.5,,,,,0.3,42,69,2021,7
2,2021-07-20 20:45:00.000000 UTC,2021-07-20 20:54:00.000000 UTC,,,,1.32,13.2,0,0,3,0,,,16.5,,,,,0.3,159,167,2021,7
2,2021-07-20 20:36:00.000000 UTC,2021-07-20 20:44:00.000000 UTC,,,,1.85,13.2,0,0,3,0,,,16.5,,,,,0.3,7,223,2021,7
2,2021-07-20 21:58:00.000000 UTC,2021-07-20 22:03:00.000000 UTC,,,,0.87,13.2,0,0,3,0,,,16.5,,,,,0.3,166,41,2021,7
2,2021-07-21 11:45:00.000000 UTC,2021-07-21 11:54:00.000000 UTC,,,,1.36,13.2,0,0,3,0,,,16.5,,,,,0.3,243,244,2021,7
2,2021-07-21 12:50:00.000000 UTC,2021-07-21 12:57:00.000000 UTC,,,,1.1,13.2,0,0,3,0,,,16.5,,,,,0.3,47,167,2021,7
2,2021-07-21 13:22:00.000000 UTC,2021-07-21 13:26:00.000000 UTC,,,,0.45,13.2,0,0,3,0,,,16.5,,,,,0.3,41,41,2021,7
2,2021-07-21 13:35:00.000000 UTC,2021-07-21 13:46:00.000000 UTC,,,,1.19,13.2,0,0,3,0,,,16.5,,,,,0.3,25,189,2021,7
2,2021-07-21 13:55:00.000000 UTC,2021-07-21 13:57:00.000000 UTC,,,,0.36,13.2,0,0,3,0,,,16.5,,,,,0.3,223,223,2021,7
2,2021-07-21 13:41:00.000000 UTC,2021-07-21 13:55:00.000000 UTC,,,,2.27,13.2,0,0,3,0,,,16.5,,,,,0.3,244,243,2021,7
2,2021-07-21 15:07:00.000000 UTC,2021-07-21 15:22:00.000000 UTC,,,,2.47,13.2,0,0,3,0,,,16.5,,,,,0.3,41,152,2021,7
2,2021-07-21 18:20:00.000000 UTC,2021-07-21 18:31:00.000000 UTC,,,,12.35,13.2,0,0,3,0,,,16.5,,,,,0.3,189,257,2021,7
2,2021-07-21 18:15:00.000000 UTC,2021-07-21 18:18:00.000000 UTC,,,,0.38,13.2,0,0,3,0,,,16.5,,,,,0.3,33,33,2021,7
2,2021-07-21 20:19:00.000000 UTC,2021-07-21 20:26:00.000000 UTC,,,,1.44,13.2,0,0,3,0,,,16.5,,,,,0.3,7,223,2021,7
2,2021-07-22 13:28:00.000000 UTC,2021-07-22 13:44:00.000000 UTC,,,,2.27,13.2,0,0,3,0,,,16.5,,,,,0.3,168,60,2021,7
2,2021-07-22 16:20:00.000000 UTC,2021-07-22 16:37:00.000000 UTC,,,,2.43,13.2,0,0,3,0,,,16.5,,,,,0.3,60,168,2021,7
2,2021-07-22 16:06:00.000000 UTC,2021-07-22 16:20:00.000000 UTC,,,,1.97,13.2,0,0,3,0,,,16.5,,,,,0.3,74,151,2021,7
2,2021-07-22 16:49:00.000000 UTC,2021-07-22 16:58:00.000000 UTC,,,,1.54,13.2,0,0,3,0,,,16.5,,,,,0.3,129,226,2021,7
2,2021-07-22 17:02:00.000000 UTC,2021-07-22 17:14:00.000000 UTC,,,,1.42,13.2,0,0,3,0,,,16.5,,,,,0.3,166,74,2021,7
2,2021-07-22 19:24:00.000000 UTC,2021-07-22 19:34:00.000000 UTC,,,,9.77,13.2,0,0,3,0,,,16.5,,,,,0.3,61,25,2021,7
2,2021-07-22 19:15:00.000000 UTC,2021-07-22 19:17:00.000000 UTC,,,,0.6,13.2,0,0,3,0,,,16.5,,,,,0.3,42,74,2021,7
2,2021-07-22 19:00:00.000000 UTC,2021-07-22 19:11:00.000000 UTC,,,,1.71,13.2,0,0,3,0,,,16.5,,,,,0.3,33,181,2021,7
2,2021-07-22 19:19:00.000000 UTC,2021-07-22 19:29:00.000000 UTC,,,,1.83,13.2,0,0,3,0,,,16.5,,,,,0.3,226,129,2021,7
2,2021-07-22 20:39:00.000000 UTC,2021-07-22 20:44:00.000000 UTC,,,,1.04,13.2,0,0,3,0,,,16.5,,,,,0.3,146,7,2021,7
2,2021-07-22 20:29:00.000000 UTC,2021-07-22 20:35:00.000000 UTC,,,,1.23,13.2,0,0,3,0,,,16.5,,,,,0.3,112,112,2021,7
2,2021-07-22 21:43:00.000000 UTC,2021-07-22 21:56:00.000000 UTC,,,,2.64,13.2,0,0,3,0,,,16.5,,,,,0.3,82,260,2021,7
2,2021-07-22 21:14:00.000000 UTC,2021-07-22 21:31:00.000000 UTC,,,,3.13,13.2,0,0,3,0,,,16.5,,,,,0.3,256,61,2021,7
2,2021-07-23 00:09:00.000000 UTC,2021-07-23 00:30:00.000000 UTC,,,,2.18,13.2,0,0,3,0,,,16.5,,,,,0.3,85,61,2021,7
2,2021-07-23 08:46:00.000000 UTC,2021-07-23 08:52:00.000000 UTC,,,,1.02,13.2,0,0,3,0,,,16.5,,,,,0.3,49,97,2021,7
2,2021-07-23 09:48:00.000000 UTC,2021-07-23 09:57:00.000000 UTC,,,,1.31,13.2,0,0,3,0,,,16.5,,,,,0.3,146,7,2021,7
2,2021-07-23 10:18:00.000000 UTC,2021-07-23 10:18:00.000000 UTC,,,,0,13.2,0,0,3,0,,,16.5,,,,,0.3,146,146,2021,7
2,2021-07-23 11:02:00.000000 UTC,2021-07-23 11:18:00.000000 UTC,,,,2.32,13.2,0,0,3,0,,,16.5,,,,,0.3,116,74,2021,7
2,2021-07-23 11:35:00.000000 UTC,2021-07-23 11:43:00.000000 UTC,,,,1.24,13.2,0,0,3,0,,,16.5,,,,,0.3,40,33,2021,7
2,2021-07-23 11:08:00.000000 UTC,2021-07-23 11:20:00.000000 UTC,,,,1.76,13.2,0,0,3,0,,,16.5,,,,,0.3,41,236,2021,7
2,2021-07-23 13:59:00.000000 UTC,2021-07-23 14:05:00.000000 UTC,,,,1.16,13.2,0,0,3,0,,,16.5,,,,,0.3,260,129,2021,7
2,2021-07-23 13:01:00.000000 UTC,2021-07-23 13:10:00.000000 UTC,,,,1.22,13.2,0,0,3,0,,,16.5,,,,,0.3,25,33,2021,7
2,2021-07-23 14:34:00.000000 UTC,2021-07-23 14:55:00.000000 UTC,,,,2.65,13.2,0,0,3,0,,,16.5,,,,,0.3,225,189,2021,7
2,2021-07-23 14:17:00.000000 UTC,2021-07-23 14:26:00.000000 UTC,,,,0.87,13.2,0,0,3,0,,,16.5,,,,,0.3,181,181,2021,7
2,2021-07-23 17:21:00.000000 UTC,2021-07-23 17:32:00.000000 UTC,,,,1.67,13.2,0,0,3,0,,,16.5,,,,,0.3,75,74,2021,7
2,2021-07-23 18:08:00.000000 UTC,2021-07-23 18:26:00.000000 UTC,,,,2.69,13.2,0,0,3,0,,,16.5,,,,,0.3,61,17,2021,7
2,2021-07-23 20:33:00.000000 UTC,2021-07-23 20:52:00.000000 UTC,,,,2.18,13.2,0,0,3,0,,,16.5,,,,,0.3,7,223,2021,7
2,2021-07-23 20:29:00.000000 UTC,2021-07-23 20:39:00.000000 UTC,,,,1.68,13.2,0,0,3,0,,,16.5,,,,,0.3,74,42,2021,7
2,2021-07-23 22:08:00.000000 UTC,2021-07-23 22:13:00.000000 UTC,,,,0.94,13.2,0,0,3,0,,,16.5,,,,,0.3,129,260,2021,7
